Mod:Item:MetaData, Localized Name
primal:barrel_spruce_lid, Spruce Barrel Lid
primal:barrel_birch_lid, Birch Barrel Lid
primal:barrel_jungle_lid, Jungle Barrel Lid
primal:barrel_acacia_lid, Acacia Barrel Lid
primal:barrel_dark_oak_lid, Dark Oak Barrel Lid
primal:barrel_ironwood_lid, Ironwood Barrel Lid
primal:barrel_yew_lid, Yew Barrel Lid
primal:barrel_corypha_lid, Corphyry Barrel Lid
primal:barrel_lacquer_lid, Lacquer Barrel Lid
primal:logs_split_oak, Split Oak Log
primal:logs_split_spruce, Split Spruce Log
primal:logs_split_birch, Split Birch Log
primal:logs_split_jungle, Split Jungle Log
primal:logs_split_acacia, Split Acacia Log
primal:logs_split_bigoak, Split Dark Oak Log
primal:logs_split_ironwood, Split Ironwood Log
primal:logs_split_yew, Split Yew Log
primal:logs_split_corypha, Split Corphyry Segment
primal:lacquer_stick, Lacquer Stick
primal:shark_fin, Shark Fin
primal:shark_tooth, Shark Tooth
primal:urushi_ground, Ground Urushi
primal:tannin_ground, Ground Resin
primal:inferum_ground, Ground Cuscuta Inferum
primal:bone_knapp, Flaked Bone
primal:bone_point, Flaked Bone Point
primal:flint_knapp, Flaked Flint
primal:flint_point, Flaked Flint Point
primal:quartz_knapp, Flaked Quartz
primal:quartz_point, Flaked Quartz Point
primal:obsidian_shard, Obsidian Shard
primal:obsidian_knapp, Flaked Obsidian
primal:obsidian_point, Flaked Obsidian Point
primal:obsidian_lens, Obsidian Lens
primal:quartz_vitrified_lens, Vitrified Quartz Lens
primal:quartz_vitrified, Vitrified Quartz
primal:opal, Blood Opal
primal:opal_knapp, Flaked Blood Opal
primal:opal_point, Flaked Blood Opal Point
primal:diamond_knapp, Flaked Diamond
primal:diamond_point, Flaked Diamond Point
primal:emerald_knapp, Flaked Emerald
primal:emerald_point, Flaked Emerald Point
primal:nether_fiber, Cineris Fiber
primal:nether_fiber_pulp, Cineris Fiber Pulp
primal:nether_cordage, Cineris Twine
primal:nether_cloth, Cineris Cloth
primal:nether_papyrus, Cineris Papyrus
primal:nether_tinder, Cineris Tinder Bundle
primal:corypha_stick, Corphyry Stick
primal:corypha_pin, Corphyry Pin
primal:wolf_head_item, item.primal.wolf_head_item.name
primal:pelt_wolf, Wolf Pelt
primal:ash_wolf, Wolf Ash
primal:ash_bone, Bone Ash
primal:animal_fat, Animal Fat
primal:animal_fat_nether, Sinuous Fat
primal:salo, Salo
primal:chum, Chum
primal:rot, Rot
primal:fish_cod_rotten, Rotten Cod
primal:fish_salmon_rotten, Rotten Salmon
primal:fish_clown_rotten, Rotten Clownfish
primal:fish_puffer_rotten, Rotten Pufferfish
primal:fish_cod_dried, Dried Cod
primal:fish_salmon_dried, Dried Salmon
primal:fish_clown_dried, Dried Clownfish
primal:fish_puffer_dried, Dried Pufferfish
primal:fish_cod_salted, Salted Cod
primal:fish_salmon_salted, Salted Salmon
primal:fish_clown_salted, Salted Clownfish
primal:fish_puffer_salted, Salted Pufferfish
primal:fish_cod_cured, Cured Cod
primal:fish_salmon_cured, Cured Salmon
primal:fish_clown_cured, Cured Clownfish
primal:fish_puffer_cured, Cured Pufferfish
primal:fish_clown_cooked, Cooked Clownfish
primal:fish_puffer_cooked, Cooked Pufferfish
primal:fish_lava_worm_raw, Raw Lava Worm
primal:fish_lava_worm_rotten, Rotten Lava Worm
primal:fish_lava_worm_salted, Salted Lava Worm
primal:fish_lava_worm_dried, Dried Lava Worm
primal:fish_lava_worm_cured, Cured Lava Worm
primal:fish_lava_crawdad_raw, Raw Magma Crawdad
primal:fish_lava_crawdad_rotten, Rotten Magma Crawdad
primal:fish_lava_crawdad_salted, Salted Magma Crawdad
primal:fish_lava_crawdad_dried, Dried Magma Crawdad
primal:fish_lava_crawdad_cured, Cured Magma Crawdad
primal:shark_meat_raw, Raw Shark Meat
primal:gator_meat_raw, Raw Gator Meat
primal:horse_meat_raw, Raw Horse Meat
primal:wolf_meat_raw, Raw Wolf Meat
primal:ovis_meat_raw, Raw Atre Mutton
primal:pigman_meat_raw, Raw Pigman Meat
primal:bear_meat_raw, Raw Bear Meat
primal:llama_meat_raw, Raw Llama Meat
primal:bat_meat_raw, Raw Bat Meat
primal:shark_meat_rotten, Rotten Shark Meat
primal:gator_meat_rotten, Rotten Gator Meat
primal:horse_meat_rotten, Rotten Horse Meat
primal:wolf_meat_rotten, Rotten Wolf Meat
primal:ovis_meat_rotten, Rotten Atre Mutton
primal:pigman_meat_rotten, Rotten Pigman Meat
primal:bear_meat_rotten, Rotten Bear Meat
primal:llama_meat_rotten, Rotten Llama Meat
primal:bat_meat_rotten, Rotten Bat Meat
primal:shark_meat_salted, Salted Shark Meat
primal:gator_meat_salted, Salted Gator Meat
primal:pigman_meat_salted, Salted Pigman Meat
primal:bear_meat_salted, Salted Bear Meat
primal:llama_meat_salted, Salted Llama Meat
primal:wolf_meat_salted, Salted Wolf Meat
primal:ovis_meat_salted, Salted Atre Mutton
primal:bat_meat_salted, Salted Bat Meat
primal:horse_meat_salted, Salted Horse Meat
primal:shark_meat_dried, Dried Shark Meat
primal:horse_meat_dried, Dried Horse Meat
primal:wolf_meat_dried, Dried Wolf Meat
primal:ovis_meat_dried, Dried Atre Mutton
primal:pigman_meat_dried, Dried Pigman Meat
primal:bear_meat_dried, Dried Bear Meat
primal:bat_meat_dried, Dried Bat Meat
primal:shark_meat_cured, Cured Shark Meat
primal:gator_meat_cured, Cured Gator Meat
primal:pigman_meat_cured, Cured Pigman Meat
primal:llama_meat_charqui, Charqui
primal:wolf_meat_cured, Cured Wolf Meat
primal:ovis_meat_cured, Cured Atre Mutton
primal:bat_meat_cured, Cured Bat Meat
primal:horse_meat_cured, Cured Horse Meat
primal:horse_meat_cooked, Cooked Horse Meat
primal:wolf_meat_cooked, Cooked Wolf Meat
primal:ovis_meat_cooked, Cooked Atre Mutton
primal:shark_meat_cooked, Cooked Shark Meat
primal:gator_meat_cooked, Cooked Gator Meat
primal:pigman_meat_cooked, Cooked Pigman Meat
primal:bear_meat_cooked, Cooked Bear Meat
primal:llama_meat_cooked, Cooked Llama Meat
primal:bat_meat_cooked, Cooked Bat Meat
primal:cheese_white, White Cheese
primal:cheese_red, Red Cheese
primal:corn_cob_cooked, Cooked Corn Cob
primal:corn_bread, Corn Bread
primal:corn_ground, Ground Corn
primal:wheat_ground, Ground Wheat
primal:rush_seeds_cooked, Roasted Rush Seeds
primal:daucus_murn_root_cooked, Cooked Daucus Murn Root
primal:valus_bread, Valus Bread
primal:egg_death, Preserved Egg
primal:egg_boiled, Hard Boiled Egg
primal:potato_boiled, Boiled Potato
primal:mushroom_cooked, Cooked Mushroom
primal:nether_wart_cooked, Cooked Nether Wart
primal:sinuous_resin, Sinuous Resin
primal:potato_rotten, Molding Potato
primal:salt_dust_netjry, Netjry Salt
primal:salt_dust_rock, Halite Rock Salt
primal:salt_dust_fire, Fire Salt
primal:salt_dust_void, Void Salt
primal:pumpkin_piece, Pumpkin Piece
primal:corn_cob, Corn Cob
primal:valus_melon, Valus Melon
primal:daucus_murn_root, Daucus Murn Root
primal:tannin_bottle, Bottle of Tannin
primal:urushi_bottle, Bottle of Urushi
primal:ovis_milk_bottle, Bottle of Ovis Atre Milk
primal:plant_fiber, Plant Fiber
primal:plant_fiber_pulp, Plant Fiber Pulp
primal:plant_cordage, Plant Twine
primal:plant_cloth, Plant Cloth
primal:plant_tinder, Tinder Bundle
primal:plant_papyrus, Plant Papyrus
primal:daucus_murn_fronds, Daucus Murn Fronds
primal:daucus_murn_fronds_withered, Withered Daucus Murn Fronds
primal:valus_fiber, Valus Fiber
primal:valus_sepals, item.primal.valus_sepals.name
primal:valus_stalk_fresh, Fresh Valus Stalk
primal:valus_stalk_withered, Withered Valus Stalk
primal:void_fiber, Inaris Fiber
primal:void_cordage, Inaris Cordage
primal:sinuous_fiber, Sinuous Fiber
primal:sinuous_cordage, Sinuous Cordage
primal:rush_stems, Rush Stems
primal:thatching_wet, Fresh Thatching
primal:thatching_dry, Dry Thatching
primal:thatching_nether, Cineris Thatching
primal:corn_stalk_wet, Fresh Corn Stalk
primal:corn_stalk_dry, Dry Corn Stalk
primal:aconite_sprig, Aconite Sprig
primal:aconite_petal, Aconite Petals
primal:yew_aril_seedless, Yew Seedless Aril
primal:devils_tongue_sepals, Devils' Tongue Sepals
primal:corn_seeds, Corn Seeds
primal:rush_seeds, Rush Seeds
primal:dry_grass_root, Uprooted Sesleria Furvum
primal:dry_grass_seed, Sesleria Furvum Seed
primal:nether_root, Uprooted Equisetum Cineris Cilium
primal:nether_seed, Equisetum Cineris Spore
primal:searing_ember, Cineris Ember
primal:daucus_murn_seeds, Daucus Murn Seeds
primal:valus_seed, Valus Seed
primal:corypha_seed, Corphyry Larva
primal:void_grass_root, Uprooted Equisetum Inaris
primal:void_seed, Equisetum Inaris Spore
primal:sinuous_spore, Sinuous Spore
primal:devils_tongue_tendril, Devils' Tongue Tendril
primal:aconite_root, Aconite Root
primal:yew_seed, Yew Seed
primal:yew_aril, Yew Aril
primal:tall_grass_seeds, Tall Grass Seeds
primal:wax_residue, Wax Residue
primal:soul_residue, Soul Residue
primal:bitumin_clump, Bituminous Clump
primal:ore_cluster_bog_iron, Bog Iron Ore Cluster
primal:ore_cluster_zinc, Zinc Ore Cluster
primal:ore_cluster_magnetite, Magnetite Ore Cluster
primal:magnetite_dust, Magnetite Dust
primal:charcoal_mote, Charcoal Mote
primal:charcoal_fair, Fair Grade Charcoal
primal:charcoal_good, Good Grade Charcoal
primal:charcoal_high, High Grade Charcoal
primal:charcoal_pure, Pure Carbon
primal:carbonate_slack, Limestone Slack
primal:ferro_slack, Ferrous Lime Slack
primal:iron_dust, Iron Dust
primal:iron_plate, Iron Plate
primal:steel_ingot, Steel Ingot
primal:steel_plate, Steel Plate
primal:gold_dust, Gold Dust
primal:gold_plate, Gold Plate
primal:copper_nugget, Copper Nugget
primal:copper_dust, Copper Dust
primal:copper_ingot, Copper Ingot
primal:copper_plate, Copper Plate
primal:tin_nugget, Tin Nugget
primal:tin_dust, Tin Dust
primal:tin_ingot, Tin Ingot
primal:tin_plate, Tin Plate
primal:bronze_nugget, Bronze Nugget
primal:bronze_dust, Bronze Dust
primal:bronze_ingot, Bronze Ingot
primal:bronze_plate, Bronze Plate
primal:brass_nugget, Brass Nugget
primal:brass_dust, Brass Dust
primal:brass_ingot, Brass Ingot
primal:brass_plate, Brass Plate
primal:silver_nugget, Silver Nugget
primal:silver_dust, Silver Dust
primal:silver_ingot, Silver Ingot
primal:silver_plate, Silver Plate
primal:lead_nugget, Lead Nugget
primal:lead_dust, Lead Dust
primal:lead_ingot, Lead Ingot
primal:lead_plate, Lead Plate
primal:aluminum_nugget, Aluminum Nugget
primal:aluminum_dust, Aluminum Dust
primal:aluminum_ingot, Aluminum Ingot
primal:aluminum_plate, Aluminum Plate
primal:nickel_nugget, Nickel Nugget
primal:nickel_dust, Nickel Dust
primal:nickel_ingot, Nickel Ingot
primal:nickel_plate, Nickel Plate
primal:platinum_nugget, Platinum Nugget
primal:platinum_dust, Platinum Dust
primal:platinum_ingot, Platinum Ingot
primal:platinum_plate, Platinum Plate
primal:zinc_nugget, Zinc Nugget
primal:zinc_dust, Zinc Dust
primal:zinc_ingot, Zinc Ingot
primal:zinc_plate, Zinc Plate
primal:diamond_plate, Diamond Plate
primal:obsidian_plate, Obsidian Plate
primal:carbon_plate, Carbon Plate
primal:crude_iron_plate, Crude Iron Plate
primal:crude_iron_dust, Crude Iron Dust
primal:crude_iron_ingot, Crude Iron Ingot
primal:crude_iron_nugget, Crude Iron Nugget
primal:iron_bloom, Iron Bloom
primal:steel_nugget, Steel Nugget
primal:wootz_nugget, Wootz Steel Nugget
primal:wootz_dust, Wootz Steel Dust
primal:wootz_ingot, Wootz Steel Ingot
primal:wootz_plate, Wootz Plate
primal:tamahagane_bloom, Tamahagane Bloom
primal:tamahagane_nugget, Tamahagane Nugget
primal:tamahagane_dust, Tamahagane Dust
primal:tamahagane_ingot, Tamahagane Ingot
primal:tamahagane_plate, Tamahagane Plate
primal:shibuichi_nugget, Shibuichi Nugget
primal:shibuichi_dust, Shibuichi Dust
primal:shibuichi_ingot, Shibuichi Ingot
primal:shibuichi_plate, Shibuichi Plate
primal:adamant_nugget, Adamant Nugget
primal:adamant_dust, Adamant Dust
primal:adamant_ingot, Adamant Ingot
primal:adamant_plate, Adamant Plate
primal:vanadium_nugget, Vanadium Nugget
primal:vanadium_dust, Vanadium Dust
primal:vanadium_ingot, Vanadium Ingot
primal:vanadium_plate, Vanadium Plate
primal:iron_strand, Iron Strand
primal:iron_pin, Iron Pin
primal:iron_ring, Iron Ring
primal:iron_mesh, Iron Mesh
primal:copper_strand, Copper Strand
primal:sharp_bone, Sharp Bone
primal:bone_pickaxe, Bone Pickaxe
primal:bone_shovel, Bone Shovel
primal:bone_hoe, Bone Hoe
primal:flint_pickaxe, Flint Pickaxe
primal:flint_shovel, Flint Shovel
primal:flint_hoe, Flint Hoe
primal:quartz_pickaxe, Quartz Pickaxe
primal:quartz_shovel, Quartz Shovel
primal:quartz_hoe, Quartz Hoe
primal:diamond_pickaxe, Diamond Pickaxe
primal:diamond_shovel, Diamond Shovel
primal:diamond_hoe, Diamond Hoe
primal:emerald_pickaxe, Emerald Pickaxe
primal:emerald_shovel, Emerald Shovel
primal:emerald_hoe, Emerald Hoe
primal:opal_pickaxe, Opal Pickaxe
primal:opal_shovel, Opal Shovel
primal:opal_hoe, Opal Hoe
primal:obsidian_pickaxe, Obsidian Pickaxe
primal:obsidian_shovel, Obsidian Shovel
primal:obsidian_hoe, Obsidian Hoe
primal:ironwood_bow, Ironwood Bow
primal:yew_bow, Yew Bow
primal:corypha_bow, Corphyry Bow
primal:bone_hatchet, Bone Hatchet
primal:flint_hatchet, Flint Hatchet
primal:quartz_hatchet, Quartz Hatchet
primal:obsidian_hatchet, Obsidian Hatchet
primal:opal_hatchet, Opal Hatchet
primal:emerald_hatchet, Emerald Hatchet
primal:diamond_hatchet, Diamond Hatchet
primal:flint_axe, Flint Axe
primal:quartz_axe, Quartz Axe
primal:obsidian_axe, Obsidian Axe
primal:opal_axe, Opal Axe
primal:emerald_axe, Emerald Axe
primal:diamond_axe, Diamond Axe
primal:bone_shears, Bone Shears
primal:flint_shears, Flint Shears
primal:quartz_shears, Quartz Shears
primal:flint_workblade, Flint Work Blade
primal:quartz_workblade, Quartz Work Blade
primal:iron_workblade, Iron Work Blade
primal:obsidian_workblade, Obsidian Work Blade
primal:opal_workblade, Blood Opal Work Blade
primal:emerald_workblade, Emerald Work Blade
primal:diamond_workblade, Diamond Work Blade
primal:stone_gallagher, Stone Gallagher
primal:nether_gallagher, Nether Stone Gallagher
primal:quartz_gallagher, Quartz Gallagher
primal:iron_gallagher, Iron Gallagher
primal:bone_saw, Bone Saw
primal:flint_saw, Flint Hand Saw
primal:iron_saw, Iron Hand Saw
primal:quartz_saw, Quartz Hand Saw
primal:copper_saw, Copper Hand Saw
primal:diamond_saw, Diamond Hand Saw
primal:emerald_saw, Emerald Hand Saw
primal:obsidian_saw, Obsidian Saw
primal:quartz_clippers, Quartz Clippers
primal:iron_clippers, Iron Clippers
primal:sword_crude_bone, Crude Bone Blade
primal:sword_crude_flint, Crude Flint Blade
primal:sword_crude_quartz, Crude Quartz Blade
primal:sword_crude_iron, Crude Iron Blade
primal:sword_crude_wootz, Crude Wootz Blade
primal:armor_obsidian_goggles, Dark Len Goggles
primal:armor_obsidian_head, Obsidian Helm
primal:armor_obsidian_body, Obsidian Chest
primal:armor_obsidian_legs, Obsidian Leggings
primal:armor_obsidian_feet, Obsidian Boots
primal:armor_wolf_head, Wolf Hood
primal:armor_wolf_body, Wolf Chest
primal:armor_wolf_legs, Wolf Leggings
primal:armor_wolf_feet, Wolf Boots
primal:armor_ovis_head, Ovis Head
primal:armor_ovis_body, Ovis Chest
primal:armor_ovis_legs, Ovis Leggings
primal:armor_ovis_feet, Ovis Boots
primal:stone_basin, Stone Basin
primal:fire_bow, Fire Bow
primal:searing_sprig, Cineris Bloom Sprig
primal:cauldron_lid, Iron Cauldron Lid
primal:smelter_lid_mud, Mud Sariras Lid
primal:smelter_lid_adobe, Adobe Sariras Lid
primal:smelter_lid_terra, Terracotta Sariras Lid
primal:smelter_lid_cinis, Ciniscotta Sariras Lid
primal:torch_nether_lit, Lit Netherrack Torch
stevescarts:blockcartassembler, Cart Assembler
stevescarts:blockcargomanager, Cargo Manager
stevescarts:blockliquidmanager, Liquid Manager
stevescarts:blockdistributor, External Distributor
stevescarts:blockactivator, Module Toggler
stevescarts:blockdetector:0, Detector Manager
stevescarts:blockdetector:1, Detector Unit
stevescarts:blockdetector:2, Detector Station
stevescarts:blockdetector:3, Detector Junction
stevescarts:blockdetector:4, Detector Redstone Unit
stevescarts:upgrade:0, Upgrade: Batteries
stevescarts:upgrade:1, Upgrade: Power Crystal
stevescarts:upgrade:2, Upgrade: Module knowledge
stevescarts:upgrade:3, Upgrade: Industrial espionage
stevescarts:upgrade:4, Upgrade: Experienced assembler
stevescarts:upgrade:5, Upgrade: New Era
stevescarts:upgrade:6, Upgrade: CO2 friendly
stevescarts:upgrade:7, Upgrade: Generic engine
stevescarts:upgrade:8, Upgrade: Module input
stevescarts:upgrade:9, Upgrade: Production line
stevescarts:upgrade:10, Upgrade: Cart Deployer
stevescarts:upgrade:11, Upgrade: Cart Modifier
stevescarts:upgrade:12, Upgrade: Cart Crane
stevescarts:upgrade:13, Upgrade: Redstone Control
stevescarts:upgrade:14, Upgrade: Creative Mode
stevescarts:upgrade:15, Upgrade: Quick Demolisher
stevescarts:upgrade:16, Upgrade: Entropy
stevescarts:upgrade:17, Upgrade: Manager Bridge
stevescarts:upgrade:18, Thermal Engine
stevescarts:upgrade:19, Upgrade: Solar Panel
stevescarts:blockjunction, Junction Rail
stevescarts:blockadvdetector, Advanced Detector Rail
stevescarts:blockmetalstorage:0, Reinforced Metal Block
stevescarts:blockmetalstorage:1, Galgadorian Block
stevescarts:blockmetalstorage:2, Enhanced Galgadorian Block
stevescarts:modularcart:0, Modular Cart
stevescarts:modulecomponents:0, Wooden Wheels
stevescarts:modulecomponents:1, Iron Wheels
stevescarts:modulecomponents:2, Red Pigment
stevescarts:modulecomponents:3, Green Pigment
stevescarts:modulecomponents:4, Blue Pigment
stevescarts:modulecomponents:5, Glass o'Magic
stevescarts:modulecomponents:6, Dynamite
stevescarts:modulecomponents:9, Simple PCB
stevescarts:modulecomponents:10, Graphical Interface
stevescarts:modulecomponents:11, Raw Handle
stevescarts:modulecomponents:12, Refined Handle
stevescarts:modulecomponents:13, Speed Handle
stevescarts:modulecomponents:14, Wheel
stevescarts:modulecomponents:15, Saw Blade
stevescarts:modulecomponents:16, Advanced PCB
stevescarts:modulecomponents:17, Wood Cutting Core
stevescarts:modulecomponents:18, Raw Hardener
stevescarts:modulecomponents:19, Refined Hardener
stevescarts:modulecomponents:20, Hardened Mesh
stevescarts:modulecomponents:21, Stabilized Metal
stevescarts:modulecomponents:22, Reinforced Metal
stevescarts:modulecomponents:23, Reinforced Wheels
stevescarts:modulecomponents:24, Pipe
stevescarts:modulecomponents:25, Shooting Station
stevescarts:modulecomponents:26, Entity Scanner
stevescarts:modulecomponents:27, Entity Analyzer
stevescarts:modulecomponents:28, Empty Disk
stevescarts:modulecomponents:29, Tri-torch
stevescarts:modulecomponents:30, Chest Pane
stevescarts:modulecomponents:31, Large Chest Pane
stevescarts:modulecomponents:32, Huge Chest Pane
stevescarts:modulecomponents:33, Chest Lock
stevescarts:modulecomponents:34, Iron Pane
stevescarts:modulecomponents:35, Large Iron Pane
stevescarts:modulecomponents:36, Huge Iron Pane
stevescarts:modulecomponents:37, Dynamic Pane
stevescarts:modulecomponents:38, Large Dynamic Pane
stevescarts:modulecomponents:39, Huge Dynamic Pane
stevescarts:modulecomponents:40, Cleaning Fan
stevescarts:modulecomponents:41, Cleaning Core
stevescarts:modulecomponents:42, Cleaning Tube
stevescarts:modulecomponents:43, Fuse
stevescarts:modulecomponents:44, Solar Panel
stevescarts:modulecomponents:45, Eye of Galgador
stevescarts:modulecomponents:46, Lump of Galgador
stevescarts:modulecomponents:47, Galgadorian Metal
stevescarts:modulecomponents:48, Large Lump of Galgador
stevescarts:modulecomponents:49, Enhanced Galgadorian Metal
stevescarts:modulecomponents:58, Advanced Solar Panel
stevescarts:modulecomponents:59, Blank Upgrade
stevescarts:modulecomponents:60, Tank Valve
stevescarts:modulecomponents:61, Tank Pane
